,zip,city,name,alias,state,locale,address,dolflag,branches,ownership,main_campus,state_fips,religious_affiliation,tuition_revenue_per_fte,instructional_expenditure_per_fte,peps_ownership,faculty_salary,online_only
4122,00961,Bayamon,Colegio de Cinematografia Artes y Television,CCAT,PR,12.0,Dr. Veve #51 Esq. Degetau,0,1,3,1,72,,7290.0,1643.0,Proprietary,1772.0,0.0
4123,19008,Broomall,Delaware County Technical School-Practical Nursing Program,,PA,21.0,85 North Malin Road,1,1,1,1,42,,8541.0,9557.0,Public,,0.0
4124,73110-4825,Midwest City,Mid-Del Technology Center,,OK,21.0,1621 Maple Dr,1,1,1,1,40,,849.0,9782.0,Public,,0.0
4125,14221,Williamsville,New York Institute of Massage Inc,,NY,21.0,4701 Transit Rd,0,1,3,1,36,,21689.0,10125.0,Proprietary,,0.0
4126,12601-6599,Poughkeepsie,Dutchess BOCES-Practical Nursing Program,,NY,41.0,5 BOCES Road,0,1,1,1,36,,3799.0,25166.0,Public,,0.0
4127,00730-4875,Ponce,Escuela Tecnica de Electricidad,,PR,12.0,Villa Street #190,0,1,3,1,72,,9575.0,2784.0,Proprietary,,0.0
4128,93612,Clovis,Institute of Technology,Fresno Institute of Technology | Institute of Technology | FIT | IT | Fresno's Institute of Technology,CA,21.0,564  W Herndon,1,1,3,1,6,,12201.0,4486.0,Proprietary,6034.0,0.0
4129,06010,Bristol,Bristol Technical Education Center,,CT,21.0,431 Minor Street,0,1,1,1,9,,,,Public,,0.0
4130,14020,Batavia,Genesee Valley BOCES-Practical Nursing Program,Genesee Valley BOCES,NY,32.0,Adult Education Office  8250 State St Rd,1,1,1,1,36,,8129.0,13353.0,Public,,0.0
4131,23229,Richmond,Henrico County-Saint Marys Hospital School of Practical Nursing,,VA,21.0,1420 North Parham Road,0,1,1,1,51,,4937.0,9816.0,Public,,0.0
4132,13350,Herkimer,Herkimer County BOCES-Practical Nursing Program,Herkimer BOCES LPN Program,NY,31.0,420 East German Street,0,1,1,1,36,,9470.0,11758.0,Public,,0.0
4133,75040-3294,Garland,Graduate America College,International Beauty College,TX,21.0,1225 Beltline Rd Ste 7,0,1,3,1,48,,7234.0,1135.0,Proprietary,,0.0
4134,33993-2479,Cape Coral,Cape Coral Technical College,Cape Coral Technical College,FL,12.0,360 Santa Barbara Blvd North,1,1,1,1,12,,2473.0,8028.0,Public,,0.0
4135,15219-5166,Pittsburgh,UPMC Mercy School of Nursing,,PA,11.0,1401 Blvd of the Allies,0,1,2,1,42,30.0,10793.0,17080.0,Private Nonprofit,,0.0
4136,08753,Toms River,Ocean County Vocational-Technical School,OCVTS,NJ,21.0,137 Bey Lea  Rd,0,1,1,1,34,,7906.0,5564.0,Public,,0.0
4137,10471-2897,Riverdale,Yeshiva of the Telshe Alumni,,NY,11.0,4904 Independence Ave,0,1,2,1,36,,14681.0,20162.0,Private Nonprofit,4621.0,0.0
4138,29732,Rock Hill,Kenneth Shuler School of Cosmetology-Rock Hill,,SC,13.0,2375 Cherry Road Suite #102,0,2,3,1,45,,13055.0,8776.0,Proprietary,,0.0
4139,79907,El Paso,CET-El Paso,,TX,11.0,294 Candelaria Street,1,12,2,0,48,,13446.0,15399.0,Private Nonprofit,,0.0
4140,24614,Grundy,Appalachian School of Law,,VA,43.0,1169 Edgewater Drive,0,1,2,1,51,,15385.0,19708.0,Private Nonprofit,9478.0,0.0
4141,91764,Ontario,Platt College-Ontario,,CA,12.0,"3700 Inland Empire Boulevard, Ste 400",0,4,3,0,6,,17416.0,11428.0,Proprietary,5635.0,0.0
4142,19801-3007,Wilmington,Delaware College of Art and Design,DCAD,DE,13.0,600 N Market St,0,1,2,1,10,,19138.0,6826.0,Private Nonprofit,5936.0,0.0
4143,90755-3612,Signal Hill,American University of Health Sciences,AUHS,CA,21.0,1600 East Hill St,0,1,3,1,6,,28385.0,10234.0,Proprietary,11115.0,0.0
4144,92705,Santa Ana,Career Networks Institute,CNI College,CA,11.0,1610 E. Saint Andrew Place Suite 200,1,1,3,1,6,,20547.0,7461.0,Proprietary,9640.0,0.0
4145,01420,Fitchburg,Monty Tech,Montachusett Regional Vocational Technical School,MA,22.0,1050 Westminster St,0,1,1,1,25,,9028.0,11713.0,Public,,0.0
4146,32547,Fort Walton Beach,Okaloosa Technical College,,FL,13.0,1976 Lewis Turner Blvd,1,1,1,1,12,,1586.0,7548.0,Public,,0.0
4147,02865,Lincoln,Lincoln Technical Institute-Lincoln,,RI,21.0,622 George Washington Hwy,1,6,3,0,44,,13203.0,6093.0,Proprietary,,0.0
4148,44677,Smithville,Wayne County Schools Career Center,,OH,32.0,518 W Prospect St,1,1,1,1,39,,7652.0,7203.0,Public,,0.0
4149,28217,Charlotte,Carolinas College of Health Sciences,,NC,11.0,2110 Water Ridge Parkway,1,1,1,1,37,,13262.0,19244.0,Public,8038.0,0.0
4150,84107,Salt Lake City,Western Governors University,WGU Western Governors,UT,21.0,4001 South 700 East Suite 700,1,1,2,1,49,,8292.0,2952.0,Private Nonprofit,6168.0,1.0
4151,93308,Bakersfield,California Aeronautical University,California Aeronautical University,CA,21.0,1450 Boughton Drive,0,1,3,1,6,,42661.0,21850.0,Proprietary,5886.0,0.0
4152,70002,Metairie,Herzing University-New Orleans,Herzing College,LA,12.0,3900 N. Causeway Blvd.,1,11,2,0,22,,12007.0,3804.0,Private Nonprofit,7121.0,0.0
4153,33965-6565,Fort Myers,Florida Gulf Coast University,,FL,21.0,10501 Fgcu Blvd S,1,1,1,1,12,,5622.0,7203.0,Public,9321.0,0.0
4154,68071-0270,Winnebago,Little Priest Tribal College,,NE,42.0,601 E. College Drive,0,1,1,1,31,,577.0,11059.0,Public,5613.0,0.0
4155,70506-4109,Lafayette,South Louisiana Community College,,LA,12.0,1101 Bertrand Drive,1,1,1,1,22,,3253.0,5970.0,Public,5240.0,0.0
4156,91910,Chula Vista,Pima Medical Institute-Chula Vista,,CA,11.0,780 Bay Blvd Suite101,1,13,3,0,6,,10350.0,5253.0,Proprietary,5549.0,0.0
4157,30067,Marietta,Lincoln College of Technology-Marietta,,GA,21.0,2359 Windy Hill Road,0,6,3,0,13,,10980.0,3784.0,Proprietary,5338.0,0.0
4158,75904,Lufkin,Academy of Hair Design-Lufkin,,TX,33.0,512 S Chestnut,0,2,3,1,48,,5781.0,6257.0,Proprietary,,0.0
4159,77701-4650,Beaumont,Pathway Vocational Academy,,TX,12.0,"3141 College, Suite A10",0,1,3,1,48,,13049.0,5836.0,Proprietary,,0.0
4160,21090,Linthicum,Cortiva Institute,,MD,21.0,517 Progress Drive      Suite A - J,0,1,3,1,24,,18918.0,4911.0,Proprietary,,0.0
4161,01605-2213,Worcester,Toni & Guy Hairdressing Academy-Worcester,,MA,12.0,6 Park Avenue,1,1,3,1,25,,16597.0,2053.0,Proprietary,,0.0
4162,99207,Spokane,Northwest HVAC/R Training Center,Inland Northwest HVAC Association & Training Center,WA,12.0,204 E. Nora Ave,1,1,2,1,53,,11027.0,5002.0,Private Nonprofit,,0.0
4163,68510,Lincoln,Myotherapy Institute,,NE,11.0,245 South 84th ST #100,0,1,3,1,31,,13755.0,5305.0,Proprietary,,0.0
4164,32809-5721,Orlando,Florida College of Integrative Medicine,FCIM,FL,21.0,7100 Lake Ellenor Dr,0,1,3,1,12,,20974.0,2496.0,Proprietary,4360.0,0.0
4165,33134,Miami,New Professions Technical Institute,New Professions Technical Institute,FL,11.0,4000 W.  Flagler St.,0,1,3,1,12,,5651.0,817.0,Proprietary,,0.0
4166,29572,Myrtle Beach,Strand College of Hair Design,,SC,13.0,423 79th Ave N,0,1,3,1,45,,10852.0,4947.0,Proprietary,,0.0
4167,99723,Barrow,Ilisagvik College,,AK,43.0,100 Stevenson Street,1,1,1,1,2,,4767.0,32792.0,Public,8139.0,0.0
4168,21237,Baltimore,Community College of Baltimore County,CCBC|Community College of Baltimore County|Community College of Baltimore County - Essex|Community College of Baltimore County - Catonsville|Community College of Baltimore County - Dundalk,MD,21.0,7201 Rossville Boulevard,1,1,1,1,24,,5332.0,12288.0,Public,9056.0,0.0
4169,56557,Mahnomen,White Earth Tribal and Community College,WETCC,MN,43.0,2250 College Road,0,1,2,1,27,,11012.0,8352.0,Private Nonprofit,4817.0,0.0
4170,70002-5714,Metairie,Blue Cliff College-Metairie,,LA,12.0,3200 Cleary Ave,0,5,3,1,22,,12947.0,4998.0,Proprietary,3724.0,0.0
4171,45414,Dayton,Creative Images Institute of Cosmetology-North Dayton,Creative Images College of Beauty  Creative Images Matrix Design Academy,OH,21.0,7535 Poe Avenue,0,2,3,1,39,,1953.0,1924.0,Proprietary,,0.0
4172,00986,Carolina,Dewey University-Carolina,,PR,21.0,Road 3 Compound 11 Lot 7 Carolina Industrial Park,0,4,2,0,72,,4540.0,3610.0,Private Nonprofit,2708.0,0.0
4173,20902,Silver  Spring,Yeshiva College of the Nations Capital,,MD,21.0,1216 Arcola Ave,0,1,2,1,24,80.0,2853.0,1672.0,Private Nonprofit,8199.0,0.0
4174,71103,Shreveport,Louisiana State University Health Sciences Center-Shreveport,LSUHSC-S|LSU Health Sciences Center-Shreveport|LSU Health Sciences Center - Shreveport|LSU Health Sciences Center in Shreveport|LSU Health Sciences Center at Shreveport|Louisiana State University Health Sciences Center at Shreveport|Louisiana State University Health Sciences Center in Shreveport|LSU Health Shreveport,LA,12.0,1501 Kings Hwy,0,1,1,1,22,,19465.0,164320.0,Public,7842.0,0.0
4175,20748-1401,Hillcrest Heights,Hair Academy II,,MD,21.0,"Iverson Mall, 3705 Branch Avenue, Lower Level",0,1,3,1,24,,5949.0,9861.0,Proprietary,,0.0
4176,70737,Gonzales,River Parishes Community College,,LA,41.0,925 West Edenborne Parkway,1,1,1,1,22,,4079.0,5610.0,Public,6206.0,0.0
4177,90028,Hollywood,Los Angeles Film School,LA Film School,CA,11.0,6363 Sunset Blvd,0,1,3,1,6,,17754.0,5414.0,Proprietary,5341.0,0.0
4178,00918,San Juan,Century College,,PR,11.0,Calle Teniente Cesar Gonzalez #680,0,1,3,1,72,,4003.0,682.0,Proprietary,,0.0
4179,02062,Norwood,FINE Mortuary College,,MA,21.0,150 Kerry Place,0,1,3,1,25,,18472.0,2311.0,Proprietary,5000.0,1.0
4180,85286,Chandler,International Baptist College and Seminary,,AZ,11.0,2211 W Germann Road,0,1,2,1,4,54.0,8116.0,5838.0,Private Nonprofit,3796.0,0.0
4181,27616,Raleigh,Gwinnett College,Gwinnett College - Raleigh Campus,NC,11.0,"3200 Spring Forest Road, Suite 214",0,1,3,1,37,,7567.0,3401.0,Proprietary,,0.0
4182,70816-5820,Baton Rouge,Medical Training College,,LA,12.0,10525 Plaza Americana Drive,1,1,3,1,22,,7304.0,1171.0,Proprietary,,0.0
4183,06702,Waterbury,University of Connecticut-Waterbury Campus,,CT,12.0,99 East Main Street,0,5,1,0,9,,2908.0,3971.0,Public,16171.0,0.0
4184,06340-6097,Groton,University of Connecticut-Avery Point,,CT,22.0,1084 Shennecossett Rd,0,5,1,0,9,,13723.0,18740.0,Public,16171.0,0.0
4185,06901-2315,Stamford,University of Connecticut-Stamford,,CT,12.0,One University Place,0,5,1,0,9,,2252.0,3076.0,Public,16171.0,0.0
4186,22209-1609,Arlington,University of Management and Technology,,VA,12.0,"1901 Fort Myer Drive, Suite 700",0,1,3,1,51,,1942.0,496.0,Proprietary,1209.0,0.0
4187,70806,Baton Rouge,Baton Rouge Community College,BRCC,LA,12.0,201 Community College Drive,1,1,1,1,22,,2201.0,3029.0,Public,6546.0,0.0
4188,02840,Newport,IYRS School of Technology & Trades,IYRS,RI,21.0,449 Thames St,1,1,2,1,44,,27628.0,36492.0,Private Nonprofit,,0.0
4189,62707,Springfield,Midwest Technical Institute-Illinois,,IL,12.0,2731 Farmers Market Road,1,3,3,1,17,,10656.0,5416.0,Proprietary,,0.0
4190,78596,Weslaco,Advanced Barber College and Hair Design,,TX,21.0,2818 S International,0,1,3,1,48,,8329.0,1512.0,Proprietary,,0.0
4191,78723,Austin,The College of Health Care Professions-Austin,,TX,11.0,6330 E. Highway 290 Suite 180,1,2,3,1,48,,6656.0,4121.0,Proprietary,5652.0,0.0
4192,07103-2419,Newark,New Community Career & Technical Institute,,NJ,11.0,274 South Orange Avenue,0,1,2,1,34,,6719.0,28044.0,Private Nonprofit,,0.0
4193,75080,Richardson,The Chicago School-College of Nursing,Chicago School of Professional Psychology-College of Nursing,TX,12.0,2101 Waterview Pkwy,1,8,2,0,48,,25834.0,7877.0,Private Nonprofit,7455.0,0.0
4194,92591,Temecula,Professional Golfers Career College,PGCC,CA,12.0,26109 Ynez Road,0,1,3,1,6,,18154.0,1810.0,Proprietary,5163.0,0.0
4195,23836,CHESTER,Chester Career College,Richmond School of Health and Technology,VA,21.0,751 WEST HUNDRED ROAD,0,1,3,1,51,,16351.0,3564.0,Proprietary,4927.0,0.0
4196,78238,San Antonio,Milan Institute-San Antonio Ingram,,TX,11.0,6804 Ingram Road,0,5,3,1,48,,10646.0,3758.0,Proprietary,,0.0
4197,46825-5444,Fort Wayne,Rudae's School of Beauty Culture-Ft Wayne,Rudae's Beauty College,IN,11.0,5317 Coldwater Rd Coldwater Crossing,0,1,3,1,18,,10619.0,4817.0,Proprietary,,0.0
4198,95138,San Jose,Carrington College-San Jose,Western Career College-San Jose,CA,11.0,5883 Rue Ferrari #125,0,5,3,0,6,,14414.0,7237.0,Proprietary,7232.0,0.0
4199,85711,Tucson,Brookline College-Tucson,,AZ,11.0,300 S. Craycroft Rd Suite 100,1,4,3,0,4,,15807.0,5670.0,Proprietary,5433.0,0.0
4200,17837,Lewisburg,Miller-Motte College-McCann-Lewisburg,,PA,32.0,7495 Westbranch Hwy,1,22,3,0,42,,10046.0,4896.0,Proprietary,4390.0,0.0
4201,94523-1984,Pleasant Hill,Carrington College-Pleasant Hill Campus,Western Career College-Pleasant Hill,CA,21.0,"380 Civic Drive, Suite 300",0,5,3,0,6,,13521.0,5857.0,Proprietary,7480.0,0.0
4202,32751,Maitland,Cortiva Institute,,FL,21.0,2600 Lake Lucien Drive   Suite#240,0,2,3,0,12,,10809.0,3591.0,Proprietary,,0.0
4203,00985,Carolina,Modern Hairstyling Institute-Carolina,,PR,21.0,Carretera 887 Km 0.9 Barrio Martin Gonzalez Victoria Park,0,1,3,1,72,,6512.0,2326.0,Proprietary,,0.0
4204,91730-0000,Rancho Cucamonga,Universal Technical Institute of California Inc,Universal Technical Institute - Rancho Cucamonga,CA,21.0,9494 Haven Avenue,1,6,3,0,6,,17659.0,3868.0,Proprietary,6483.0,0.0
4205,30328,Atlanta,American InterContinental University-Atlanta,AIU Atlanta,GA,12.0,"6600 Peachtree Dunwoody Road, 500 Embassy Row",0,3,3,0,13,,16703.0,1253.0,Proprietary,7209.0,0.0
4206,39401-7569,Hattiesburg,The Academy of Hair Design Six,,MS,13.0,5912 US Hwy 49,0,1,3,1,28,,17602.0,1341.0,Proprietary,,0.0
4207,26836-0000,Moorefield,Eastern West Virginia Community and Technical College,,WV,43.0,316 Eastern Drive,1,1,1,1,54,,5271.0,5929.0,Public,4554.0,0.0
4208,46241,Indianapolis,Aviation Institute of Maintenance-Indianapolis,N/A,IN,11.0,7251 W. McCarty St.,0,3,3,1,18,,13877.0,2752.0,Proprietary,6634.0,0.0
4209,00725-0000,Caguas,IVAEM College,,PR,13.0,14 Calle Intendente Ramirez,0,1,3,1,72,,5552.0,261.0,Proprietary,,0.0
4210,60077,Skokie,Midwest College of Oriental Medicine-Skokie,,IL,13.0,8950 Gross Point Rd. Suite 400,0,2,3,0,17,,18847.0,7306.0,Proprietary,4083.0,0.0
4211,99206-4187,Spokane,Carrington College-Spokane,Carrington College-Spokane,WA,12.0,"10102 E. Knox Ave., Ste. 200",1,2,3,0,53,,13109.0,5274.0,Proprietary,5635.0,0.0
4212,98011-8205,Bothell,Cascadia College,,WA,21.0,18345 Campus Way NE,1,1,1,1,53,,3521.0,8389.0,Public,10097.0,0.0
4213,90010,Los Angeles,CBD College,Community Based Education and Development,CA,11.0,"3699 Wilshire Blvd., Fourth Floor",0,1,2,1,6,,9138.0,2705.0,Private Nonprofit,7312.0,0.0
4214,34234-0000,Sarasota,East West College of Natural Medicine,,FL,13.0,3808 N. Tamiami Tr,0,1,3,1,12,,7720.0,1955.0,Proprietary,6667.0,0.0
4215,33301-3510,Fort Lauderdale,Atlantic Institute of Oriental Medicine,,FL,12.0,"100 E Broward Blvd, Suite 100",0,1,2,1,12,,7931.0,9046.0,Private Nonprofit,4738.0,0.0
4216,60602,Chicago,MDT College of Health Sciences,ATS Institute of Technology,IL,11.0,"25 East Washington, #200",0,1,3,1,17,,13425.0,5654.0,Proprietary,,0.0
4217,20017,Washington,Bennett Career Institute,,DC,11.0,700 Monroe Street N.E.,0,1,3,1,11,,2814.0,2062.0,Proprietary,,0.0
4218,70508,Lafayette,Blue Cliff College-Lafayette,,LA,12.0,120 James Comeaux Rd.,0,5,3,0,22,,13421.0,4760.0,Proprietary,,0.0
4219,74145,Tulsa,Community Care College,,OK,11.0,4242 South Sheridan,1,3,2,1,40,,7935.0,1590.0,Private Nonprofit,3954.0,0.0
4220,14224,West Seneca,Erie 1 BOCES,,NY,21.0,355 Harlem Rd,1,1,1,1,36,,11536.0,4579.0,Public,,0.0
4221,85756,Tucson,HDS Truck Driving Institute,,AZ,41.0,6251 S. Wilmot Road,1,1,3,1,4,,11094.0,8356.0,Proprietary,,0.0
4222,76092,Southlake,The King's University,,TX,21.0,2121 E. Southlake Boulevard,0,1,2,1,48,42.0,12818.0,8239.0,Private Nonprofit,7833.0,0.0
4223,70817,Baton Rouge,Fortis College-Baton Rouge,,LA,21.0,"14111 Airline Hwy, Suite 101",1,4,3,1,22,,9552.0,2668.0,Proprietary,5187.0,0.0
4224,95823-2513,Sacramento,My Le's Beauty College,,CA,21.0,4516 Florin Road,1,1,3,1,6,,4132.0,918.0,Proprietary,,0.0
4225,33144,Miami,New Concept Massage and Beauty School,,FL,21.0,1164 SW 67 Ave,0,1,3,1,12,,26610.0,6618.0,Proprietary,,0.0
4226,11501,Mineola,New York College of Traditional Chinese Medicine,New York Institute of Chinese Medicine,NY,21.0,"200 Old Country Road, Suite 500",0,1,2,1,36,,9293.0,5326.0,Private Nonprofit,8156.0,0.0
4227,32065,Orange Park,Fortis College-Orange Park,,FL,21.0,700 Blanding Blvd. Suite 16,0,1,3,1,12,,10194.0,5753.0,Proprietary,5480.0,0.0
4228,14624,Rochester,Northeastern Seminary,,NY,21.0,2265 Westside Dr,0,1,2,1,36,42.0,12390.0,7667.0,Private Nonprofit,6741.0,0.0
4229,70360-2716,Houma,Omega Institute of Cosmetology,,LA,13.0,229 B South Hollywood Rd,0,1,3,1,22,,9758.0,8226.0,Proprietary,,0.0
4230,96913-5917,Mangilao,Pacific Islands University,,GU,22.0,172 Kinney's Road,0,1,2,1,66,42.0,0.0,2936.0,Private Nonprofit,2875.0,0.0
4231,90703,Cerritos,PCI College,,CA,21.0,17215 Studebaker Rd #310,1,1,3,1,6,,13235.0,2196.0,Proprietary,6250.0,0.0
4232,43029,Irwin,Rosedale Bible College,,OH,42.0,2270 Rosedale Rd,0,1,2,1,39,69.0,3004.0,5383.0,Private Nonprofit,4178.0,0.0
4233,98108,Seattle,Seattle Institute of East Asian Medicine,SIEAM,WA,11.0,6363 7th Ave S,0,1,2,1,53,,8977.0,3251.0,Private Nonprofit,,0.0
4234,74801,Shawnee,Shawnee Beauty College,,OK,32.0,2024 N Harrison,0,2,3,1,40,,6507.0,2366.0,Proprietary,,0.0
4235,33176,Miami,Acupuncture and Massage College,,FL,13.0,10506 N Kendall Drive,0,1,3,1,12,,49828.0,22196.0,Proprietary,4774.0,0.0
4236,03766-1358,Lebanon,Upper Valley Educators Institute,"UVEI, UVTI, UVTTP",NH,33.0,194 Dartmouth College Highway,0,1,2,1,33,,17099.0,18884.0,Private Nonprofit,,0.0
4237,91711,Claremont,Keck Graduate Institute,KGI | Keck Graduate Institute of Applied Life Sciences,CA,21.0,535 Watson Dr,0,1,2,1,6,,33529.0,18021.0,Private Nonprofit,12295.0,0.0
4238,30096,Duluth,Aviation Institute of Maintenance-Atlanta,,GA,21.0,2025 Satellite Pointe,0,2,3,1,13,,15507.0,2909.0,Proprietary,6500.0,0.0
4239,30144,Kennesaw,Empire Beauty School-Kennesaw,,GA,21.0,"Town Center Oaks, 2615 George Busbee Parkway, Ste 9",0,9,3,0,13,,9855.0,8066.0,Proprietary,,0.0
4240,11433-1433,Jamaica,New York Automotive and Diesel Institute,,NY,11.0,178-18 Liberty Avenue,0,1,3,1,36,,18647.0,7553.0,Proprietary,6134.0,0.0
4241,70816,Baton Rouge,Remington College-Baton Rouge Campus,,LA,12.0,4520 South Sherwood Forrest Boulevard,1,12,2,0,22,,12896.0,3381.0,Private Nonprofit,3730.0,0.0
4242,83843-1525,Moscow,New Saint Andrews College,NSA,ID,32.0,405 S. Main Street,0,1,2,1,16,79.0,11667.0,8162.0,Private Nonprofit,6671.0,0.0
4243,72112,Newport,Arkansas State University-Newport,ASUN ASU-Newport ASU Newport Arkansas State University Newport Arkansas State University - Newport,AR,41.0,7648 Victory Blvd,1,1,1,1,5,,2632.0,5930.0,Public,5107.0,0.0
4244,00674-0000,Manati,Atenas College,,PR,21.0,Paseo del Atenas  #101,0,1,2,1,72,,5407.0,4582.0,Private Nonprofit,1733.0,0.0
4245,13088,Liverpool,Onondaga Cortland Madison BOCES,,NY,21.0,Main Campus,1,1,1,1,36,,2387.0,2992.0,Public,,0.0
4246,77502,Pasadena,Interactive College of Technology,,TX,12.0,213 W Southmore St    Suite 101,0,3,3,1,48,,6347.0,1589.0,Proprietary,4593.0,0.0
4247,07102,Newark,Pillar College,,NJ,11.0,"60 Park Place, Suite 701",0,1,2,1,34,108.0,11543.0,5293.0,Private Nonprofit,4772.0,0.0
4248,97702,Bend,Oregon State University-Cascades Campus,,OR,12.0,1500 SW Chandler Avenue,0,2,1,0,41,,3685.0,3439.0,Public,12365.0,0.0
4249,79106,Amarillo,Milan Institute-Amarillo,,TX,12.0,7001 I-40 West,0,2,3,0,48,,8938.0,4045.0,Proprietary,,0.0
4250,70813,Baton Rouge,Southern University Law Center,,LA,12.0,PO Box 9294,1,1,1,0,22,,27794.0,9077.0,Public,8753.0,0.0
4251,77036,Houston,Texas Barber College,,TX,11.0,"8201 S. Gessner Road, Suite A",0,4,3,1,48,,16905.0,6186.0,Proprietary,,0.0
4252,29406,Charleston,Miller-Motte College-Charleston,,SC,12.0,"8085 Rivers Ave., Ste E",1,22,3,0,45,,9784.0,7105.0,Proprietary,4108.0,0.0
4253,92801-0000,Anaheim,American Career College-Anaheim,,CA,11.0,1200 N. Magnolia Ave.,0,2,3,0,6,,13814.0,4683.0,Proprietary,6745.0,0.0
4254,48858,Mount Pleasant,Saginaw Chippewa Tribal College,,MI,32.0,2274 Enterprise Dr,0,1,1,1,26,,1247.0,9876.0,Public,6068.0,0.0
4255,37404,Chattanooga,Richmont Graduate University,,TN,12.0,1815 McCallie Ave,0,1,2,1,47,,17201.0,7819.0,Private Nonprofit,5755.0,0.0
4256,98121,Seattle,The Seattle School of Theology & Psychology,The Seattle School,WA,11.0,2501 Elliott Avenue,0,1,2,1,53,,26852.0,14726.0,Private Nonprofit,6838.0,0.0
4257,85201,Mesa,East Valley Institute of Technology,EVIT,AZ,11.0,1601 W Main St,1,1,1,1,4,,5903.0,5155.0,Public,,0.0
4258,90010,Los Angeles,Smith Chason College,,CA,11.0,"3580 Wilshire Blvd., 4th Floor",0,1,3,1,6,,15221.0,5360.0,Proprietary,10238.0,0.0
4259,91010-3000,Duarte,Irell & Manella Graduate School of Biological Sciences at City of Hope,,CA,21.0,1500 East Duarte Road,0,1,2,1,6,,,,Private Nonprofit,,0.0
4260,93446,Paso Robles,Design's School of Cosmetology,,CA,13.0,2727 Buena Vista Drive #105,1,1,3,1,6,,12068.0,7601.0,Proprietary,,0.0
4261,33755-4933,Clearwater,Ultimate Medical Academy,,FL,12.0,1255 Cleveland St,1,1,2,1,12,,15634.0,2438.0,Private Nonprofit,2863.0,0.0
4262,33317,Plantation,Florida Barber Academy,,FL,21.0,51 N State Road 7,0,1,3,1,12,,8683.0,1646.0,Proprietary,,0.0
4263,33133-2703,Miami,M-DCPS The English Center,The English Center,FL,11.0,3501 SW 28 St.,0,1,1,1,12,,1245.0,39835.0,Public,,0.0
4264,33144,Miami,Florida Education Institute,,FL,21.0,5818 SW 8th St,0,1,3,1,12,,6337.0,1203.0,Proprietary,5478.0,0.0
4265,65483,Houston,Texas County Technical College,Bolivar Technical College,MO,43.0,6915 S Hwy 63,1,1,3,1,29,,11754.0,5727.0,Proprietary,4047.0,0.0
4266,64129,Kansas City,Aviation Institute of Maintenance-Kansas City,,MO,11.0,4100 Raytown Road,0,1,3,1,29,,14328.0,3353.0,Proprietary,,0.0
4267,39503,Gulfport,Blue Cliff College-Gulfport,,MS,13.0,12251 Bernard Pkwy,0,5,3,0,28,,16504.0,5970.0,Proprietary,,0.0
4268,11374,Rego Park,Metropolitan Learning Institute,MLI,NY,11.0,"97-77 Queens Blvd, 9th Floor",0,1,2,1,36,,10379.0,8649.0,Private Nonprofit,,0.0
4269,14094,Lockport,Orleans Niagara BOCES-Practical Nursing Program,,NY,31.0,50 Main Street,1,1,1,1,36,,7129.0,22705.0,Public,,0.0
4270,10901-4003,Suffern,Yeshiva Shaarei Torah of Rockland,,NY,21.0,91 W Carlton Rd,0,1,2,1,36,80.0,6765.0,7635.0,Private Nonprofit,6202.0,0.0
4271,14221,Williamsville,Leon Studio One School of Beauty Knowledge,Leon Studio One school,NY,21.0,5385 Main St,0,1,3,1,36,,8549.0,4343.0,Proprietary,,0.0
